Visitor #,Timestamp,Visitor Id,Repeat Visitor,NumbeOfVisit,Visitor Name(Premium),Referrer,Keywords,Entrance Page,Visit Duration(seconds)(Premium),Visit Depth(Premium),Conversions(Premium),Click Path(Premium),IP,Organization,Country,Region,City,Postal Code,Screen Size,Browser,OS,User Agent
129,Sep 4 2020 12:43:51 AM,X1EPNoIczMcOxU2SxZ5G1AAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/body,19,1,,https://www.helldog-s.com/body (19 seconds),175.213.151.157,Korea Telecom,South Korea,Daejeon,Daejeon,34943,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_3_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
128,Sep 4 2020 12:11:12 AM,X1EHkHVQajQuJBIbJYElQQAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/dog,83,4,,https://www.helldog-s.com/dog (42 seconds) > https://www.helldog-s.com/animalcompany (9 seconds) > https://www.helldog-s.com/dog (18 seconds) > https://www.helldog-s.com/person (14 seconds),182.228.195.105,Lg Powercomm,South Korea,Gyeonggi-do,Seongnam-si,13332,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,6; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
127,Sep 3 2020 11:16:43 PM,X1D6ylG0AHaXXz@5SGn11gAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,39,2,,https://www.helldog-s.com (14 seconds) > https://www.helldog-s.com/video-fashion (26 seconds),175.223.35.105,Korea Telecom,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
126,Sep 3 2020 11:10:07 PM,X1D5Pz-Of7lVsfa45Myr1QAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,7,1,,https://www.helldog-s.com (7 seconds),175.223.27.38,Korea Telecom,South Korea,Seoul,Seoul,2878,414x736,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.3"
125,Sep 3 2020 10:43:53 PM,X1DzGcKUTNpLLpifkA1gxgAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,162,12,,https://www.helldog-s.com/grapher (14 seconds) > https://www.helldog-s.com/contact (14 seconds) > https://www.helldog-s.com/body (18 seconds) > https://www.helldog-s.com/body (14 seconds) > https://www.helldog-s.com/model-and-actor (18 seconds) > https://www.helldog-s.com/seminude (9 seconds) > https://www.helldog-s.com/body (14 seconds) > https://www.helldog-s.com/contact (5 seconds) > https://www.helldog-s.com (2 seconds) > https://www.helldog-s.com/lookbook (13 seconds) > https://www.helldog-s.com (18 seconds) > https://www.helldog-s.com/person (26 seconds),175.213.151.157,Korea Telecom,South Korea,Daejeon,Daejeon,34943,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_3_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
124,Sep 3 2020 10:36:55 PM,X1DxduJIVxMW4eJ5TArJKAAAAAU,no,1,,Direct Access,,https://www.helldog-s.com/body,18,2,,https://www.helldog-s.com/body (5 seconds) > https://www.helldog-s.com/model-and-actor (14 seconds),58.225.35.235,SK Broadband,South Korea,Seoul,Dongdaemun-gu,2543,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
123,Sep 3 2020 10:32:48 PM,X1DwfyWOMoO8AAsUdVZ7UwAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,29,3,,https://www.helldog-s.com (5 seconds) > https://www.helldog-s.com/about-studio (11 seconds) > https://www.helldog-s.com/grapher (14 seconds),175.123.192.3,SK Broadband,South Korea,Seoul,Seoul,2878,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G977N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
122,Sep 3 2020 10:21:11 PM,X1DtxnH5ujrwbJeB6cVknwAAAAY,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,5,1,,https://www.helldog-s.com/model-and-actor (5 seconds),14.63.92.143,Korea Telecom,South Korea,Seoul,Gangnam-gu,6333,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_6_1; en_KR; en-KR; scale=3.00; 1125x2436; 241452311)"
121,Sep 3 2020 10:14:36 PM,X1DsO1UccDh1KjbZJyhK6gAAAAM,no,1,,linkedin.android,,https://www.helldog-s.com,18,1,,https://www.helldog-s.com (18 seconds),202.150.189.172,Hyundai Communications Network,South Korea,Seoul,Gwanak-gu,8841,412x892,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; LM-G710N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36"
120,Sep 3 2020 10:12:49 PM,X1C1MzVBfZPnDT-7ewsTAgAAAAA,yes,2,,Direct Access,,https://www.helldog-s.com,332,2,,https://www.helldog-s.com (19 seconds) > https://www.helldog-s.com/contact (313 seconds),2001:2d8:e704:dccc::4b4:8cf,SK Telecom,South Korea,Seoul,Seodaemun-gu,3660,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G977N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.125 Mobile Safari/537.36;KAKAOTALK 2109010"
119,Sep 3 2020 07:35:47 PM,X1B2hsZw21biuM5D-07CVAAAAAI,yes,4,,Direct Access,,https://www.helldog-s.com/grapher,57,1,,https://www.helldog-s.com/grapher (57 seconds),182.226.98.110,Lg Powercomm,South Korea,Gangwon-do,Gangneung,25522,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N960N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36;KAKAOTALK 2109000"
118,Sep 3 2020 06:19:47 PM,X1C1MzVBfZPnDT-7ewsTAgAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,21,2,,https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/dog (14 seconds),2001:2d8:e704:dccc::4b4:8cf,SK Telecom,South Korea,Seoul,Seodaemun-gu,3660,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G977N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.125 Mobile Safari/537.36;KAKAOTALK 2109010"
117,Sep 3 2020 06:12:06 PM,X0zz9S4MK3Kh1b-2uaUKQgAAAAI,no,2,,Direct Access,,https://www.helldog-s.com/dog,17,2,,https://www.helldog-s.com/dog (9 seconds) > https://www.helldog-s.com/withyou (8 seconds),58.150.30.214,LG DACOM Corporation,South Korea,Seoul,Yeongdeungpo-dong,7247,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
116,Sep 3 2020 05:08:14 PM,X03@eF8bHqtstq7n6J3l4AAAAAE,yes,2,,DirectAccess::::::naver.com,,https://www.helldog-s.com/dog,32,1,,https://www.helldog-s.com/dog (32 seconds),106.254.0.178,LG DACOM Corporation,South Korea,Seoul,Seoul,2878,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Whale/2.8.105.22 Safari/537.36"
115,Sep 3 2020 05:05:03 PM,X1B2hsZw21biuM5D-07CVAAAAAI,yes,3,,Direct Access,,https://www.helldog-s.com/grapher,2,1,,https://www.helldog-s.com/grapher (2 seconds),2001:4430:607a:474::4bc:5f56,LG Uplus,South Korea,Gyeongsangbuk-do,Gumi,39138,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N960N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36;KAKAOTALK 2109000"
114,Sep 3 2020 04:43:02 PM,X1Cehvj6Efsa-Njm-W-bFQAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,976,2,,https://www.helldog-s.com (19 seconds) > https://www.helldog-s.com/contact (957 seconds),180.70.51.50,SK Broadband,South Korea,Seoul,Geumcheon-gu,8620,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
113,Sep 3 2020 04:32:46 PM,X1B2hsZw21biuM5D-07CVAAAAAI,yes,2,,Direct Access,,https://www.helldog-s.com/grapher,32,1,,https://www.helldog-s.com/grapher (32 seconds),2001:4430:6073:4540::4bc:5f56,LG Uplus,South Korea,Gyeonggi-do,Jangheung,11520,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N960N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36;KAKAOTALK 2109000"
112,Sep 3 2020 03:58:21 PM,X1CUDBeQfLt5GeUf0eSdQgAAAAM,no,1,,https://l.instagram.com,,https://www.helldog-s.com/dog,43,3,,https://www.helldog-s.com/dog (2 seconds) > https://www.helldog-s.com/withyou (35 seconds) > https://www.helldog-s.com/couple (7 seconds),2001:e60:9005:ae57:303e:4c8f:127d:a662,Korea Telecom,South Korea,Seoul,Jung-ang,4625,412x915,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G981N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Instagram 157.0.0.37.120 Android (29/10; 420dpi; 1080x2196; samsung; SM-G981N; x1q; qcom; ko_KR"
111,Sep 3 2020 02:42:37 PM,X1CCTMtMAN2hyADKEm9TTQAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,92,4,,https://www.helldog-s.com/grapher (8 seconds) > https://www.helldog-s.com (25 seconds) > https://www.helldog-s.com/about-studio (51 seconds) > https://www.helldog-s.com (8 seconds),117.111.19.75,LG Uplus,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.0"
110,Sep 3 2020 01:52:22 PM,X1B2hsZw21biuM5D-07CVAAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/grapher,74,1,,https://www.helldog-s.com/grapher (74 seconds),182.226.98.110,Lg Powercomm,South Korea,Gangwon-do,Gangneung,25522,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N960N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36;KAKAOTALK 2109000"
109,Sep 3 2020 01:49:55 PM,X1B18-qba5tx6slfJ2wvgwAAAAA,no,1,,https://www.youtube.com/watch?v=ys3HspFxw4Q,,https://www.helldog-s.com/body,65,6,,https://www.helldog-s.com/body (6 seconds) > https://www.helldog-s.com/uniform (8 seconds) > https://www.helldog-s.com/lookbook (6 seconds) > https://www.helldog-s.com/seminude (13 seconds) > https://www.helldog-s.com/model-and-actor (9 seconds) > https://www.helldog-s.com/body (25 seconds),222.109.133.62,Korea Telecom,South Korea,Seoul,Gwangjin-gu,5111,1920x1080,Safari,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15"
108,Sep 3 2020 01:47:58 PM,X08749bX3pGpllTnHS2HggAAAAM,yes,2,,https://link.inpock.co.kr/helldog_s,,https://www.helldog-s.com,131,12,,https://www.helldog-s.com (6 seconds) > https://www.helldog-s.com (10 seconds) > https://www.helldog-s.com/bj (13 seconds) > https://www.helldog-s.com/seminude (14 seconds) > https://www.helldog-s.com/seminude (13 seconds) > https://www.helldog-s.com/bj (9 seconds) > https://www.helldog-s.com/model-and-actor (18 seconds) > https://www.helldog-s.com/person (13 seconds) > https://www.helldog-s.com/model-and-actor (6 seconds) > https://www.helldog-s.com/seminude (28 seconds) > https://www.helldog-s.com/bj (3 seconds) > https://www.helldog-s.com/model-and-actor (2 seconds),2001:e60:a721:a789:f1c0:1d2b:b14d:2e20,Korea Telecom,South Korea,North Chungcheong,Cheongju-si,28648,374x872,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-F907N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.125 Mobile Safari/537.36 Instagram 156.0.0.26.109 Android (29/10; 360dpi; 840x1852; samsung; SM-F907N; winner; qcom; ko"
107,Sep 3 2020 01:42:54 PM,X1B0TQv3VnOwBRC9QpWu5QAAAAI,no,1,,https://daum.net,,https://www.helldog-s.com,157,9,,https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/dog (36 seconds) > https://www.helldog-s.com/grapher (26 seconds) > https://www.helldog-s.com/about-studio (2 seconds) > https://www.helldog-s.com/about-studio (12 seconds) > https://www.helldog-s.com/news (9 seconds) > https://www.helldog-s.com/dog (19 seconds) > https://www.helldog-s.com/about-studio (41 seconds) > https://www.helldog-s.com/contact (6 seconds),211.36.147.52,LG Uplus,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1"
106,Sep 3 2020 01:38:29 PM,X1BzRADn5MC2L@lqm17pbAAAAAE,no,1,,https://search.naver.com/search.naver?where=nexearch&sm=tab_jum&query=브랜드+룩북+스튜디오,브랜드 룩북 스튜디오,https://www.helldog-s.com/lookbook?NaPm=ct=kembk20g|ci=0zq0000YqP1txqMRQ1mJ|tr=sa|hk=7a2bd33e332ed897c847731b45b4b9261ef3a06d,5,1,,https://www.helldog-s.com/lookbook?NaPm=ct=kembk20g|ci=0zq0000YqP1txqMRQ1mJ|tr=sa|hk=7a2bd33e332ed897c847731b45b4b9261ef3a06d (5 seconds),121.141.124.224,Korea Telecom,South Korea,Seoul,Yeongdeungpo-dong,7247,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
105,Sep 3 2020 01:08:18 PM,X1BsMjf4bnb@5zUDyFLrggAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/grapher,12,2,,https://www.helldog-s.com/grapher (9 seconds) > https://www.helldog-s.com/dog (3 seconds),211.36.147.52,LG Uplus,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 154.0.0.25.120 (iPhone11,8; iOS 13_5_1; ko-Kore_KR; ko; scale=2.00; 828x1792; 237443006)"
104,Sep 3 2020 12:36:19 PM,X1BksyvK-vpe58M@w2s77wAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/contact,80,2,,https://www.helldog-s.com/contact (62 seconds) > https://www.helldog-s.com/grapher (18 seconds),180.83.84.174,Lg Powercomm,South Korea,Gyeonggi-do,Namyangju,12232,1536x864,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
103,Sep 3 2020 11:28:13 AM,X1BUvHpKtGNwxRqs3b4uHAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,30,2,,https://www.helldog-s.com/grapher (5 seconds) > https://www.helldog-s.com (26 seconds),112.169.110.208,Korea Telecom,South Korea,Seoul,Gangnam-gu,6333,2752x1152,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
102,Sep 3 2020 10:07:36 AM,X1BB2PmFQepxScNEXTcO7QAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,18,1,,https://www.helldog-s.com (18 seconds),106.240.238.34,LG DACOM Corporation,South Korea,Gyeonggi-do,,13570,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
101,Sep 3 2020 10:05:04 AM,X1BBP-9RJViGV-W33eigDQAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,92,4,,https://www.helldog-s.com/model-and-actor (32 seconds) > https://www.helldog-s.com/bj (19 seconds) > https://www.helldog-s.com/model-and-actor (8 seconds) > https://www.helldog-s.com/person (33 seconds),223.38.17.229,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,2; iOS 13_7; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
100,Sep 3 2020 09:22:38 AM,X1A3TsqMrxyXtGMWOYBbWgAAAAQ,no,1,,https://m.blog.naver.com/PostView.nhn?blogId=helldog_s&logNo=221347709817&proxyReferer=https://m.search.daum.net/search?nil_profile=btn&w=tot&DA=SBC&f=iphoneapp&q=%ED%97%AC%EB%8F%85%EC%8A%A4,헬독스,https://www.helldog-s.com,33,1,,https://www.helldog-s.com (33 seconds),116.42.85.83,Lg Powercomm,South Korea,Chungcheongnam-do,Seosan City,31983,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 DaumApps/6.9.22 DaumDevice/mobile"
99,Sep 3 2020 09:02:32 AM,X1Ayl5myoEcP89M5J51BuAAAAAE,no,1,,https://blog.naver.com/PostView.nhn?blogId=joonki3&logNo=222004898004&from=search&redirect=Log&widgetTypeCall=true&topReferer=https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=%EB%A3%A9%EB%B6%81+%EC%B4%AC%EC%98%81+%EC%8A%A4%ED%8A%9C%EB%94%94%EC%98%A4&oquery=%EB%A3%A9%EB%B6%81+%EC%A0%9C%EC%9E%91+%EC%8A%A4%ED%8A%9C%EB%94%94%EC%98%A4&tqi=U1syflprvN8ssEuC5,룩북 촬영 스튜디오,https://www.helldog-s.com/lookbook,485,17,,https://www.helldog-s.com/lookbook (72 seconds) > https://www.helldog-s.com/about-studio (113 seconds) > https://www.helldog-s.com/body (5 seconds) > https://www.helldog-s.com/seminude (13 seconds) > https://www.helldog-s.com/animalcompany (8 seconds) > https://www.helldog-s.com/video-fashion (32 seconds) > https://www.helldog-s.com/good-omen (2 seconds) > https://www.helldog-s.com/portrait-strong (25 seconds) > https://www.helldog-s.com/good-omen (13 seconds) > https://www.helldog-s.com/contact (25 seconds) > https://www.helldog-s.com/video-sketch (73 seconds) > https://www.helldog-s.com/video-music (25 seconds) > https://www.helldog-s.com/video-excercise (2 seconds) > https://www.helldog-s.com/video-club (62 seconds) > https://www.helldog-s.com/artwork-dark (5 seconds) > https://www.helldog-s.com/artwork-creative-h-and-m (2 seconds) > https://www.helldog-s.com/evil-omen (13 seconds),121.141.35.57,Korea Telecom,South Korea,Incheon,Incheon,21539,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
98,Sep 3 2020 06:18:47 AM,X1AMNlqOvFxvGMZwTISiKgAAAAM,no,1,,https://ad.search.naver.com/search.naver?where=ad&sm=svc_nrs&query=바디프로필&referenceId=U1s66wprvTossU/pfGGssssss+o-292083&pagingIndex=2,바디프로필,https://www.helldog-s.com/body,6,1,,https://www.helldog-s.com/body (6 seconds),211.178.91.168,SK Broadband,South Korea,Seoul,Gwanak-gu,8841,2560x1440,Chrome,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
97,Sep 3 2020 12:47:43 AM,X0@@njgyuXMdtRMtmK8E2QAAAAU,no,1,,Direct Access,,https://www.helldog-s.com/grapher,150,5,,https://www.helldog-s.com/grapher (5 seconds) > https://www.helldog-s.com/dog?lightbox=dataItem-j93e6rob1 (42 seconds) > https://www.helldog-s.com/withyou (14 seconds) > https://www.helldog-s.com (5 seconds) > https://www.helldog-s.com/dog (86 seconds),119.69.175.185,Lg Powercomm,South Korea,Incheon,Incheon,21539,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,8; iOS 13_6; ko-Kore_KR; ko-KR; scale=2.00; 828x1792; 241452311)"
96,Sep 3 2020 12:42:42 AM,X0@9cTeZDN1fBRkXpSevzAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,26,2,,https://www.helldog-s.com/grapher (2 seconds) > https://www.helldog-s.com/contact (25 seconds),58.29.36.135,Lg Powercomm,South Korea,North Chungcheong,Cheongju-si,28648,414x736,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
95,Sep 3 2020 12:12:49 AM,X0@2cNzGO2F6SQ3sP4GdYQAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,76,10,,https://www.helldog-s.com/grapher (5 seconds) > https://www.helldog-s.com/person (8 seconds) > https://www.helldog-s.com/contact (8 seconds) > https://www.helldog-s.com/for-english (2 seconds) > https://www.helldog-s.com/news (13 seconds) > https://www.helldog-s.com/artwork-dark (5 seconds) > https://www.helldog-s.com/body (8 seconds) > https://www.helldog-s.com/seminude (8 seconds) > https://www.helldog-s.com/model-and-actor (19 seconds) > https://www.helldog-s.com/dog (2 seconds),222.106.161.198,Korea Telecom,South Korea,Seoul,Seoul,2878,1680x1050,Chrome,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
94,Sep 3 2020 12:06:48 AM,X0@1B3kgJiYu8RUVXNhj8wAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/landscape,2,1,,https://www.helldog-s.com/landscape (2 seconds),45.112.100.97,"TBROAD Dongdaemun cable networks,Inc.",South Korea,Seoul,Seoul,2878,412x892,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; LM-V500N Build/QKQ1.191021.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 NAVER(inapp; blog; 100; 6.1.1)"
93,Sep 2 2020 10:59:29 PM,X0@lQIUxbl-Cgh1ZaOs0DwAAAAQ,no,1,,https://m.place.naver.com/place/37876856/home?entry=ple,,https://www.helldog-s.com,2,1,,https://www.helldog-s.com (2 seconds),125.130.84.000,Korea Telecom,South Korea,Gyeonggi-do,Suwon,16258,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G977N/KSU4CTG1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
92,Sep 2 2020 10:47:50 PM,X0@ihvitFYv3Y2UVUkdnowAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,6,1,,https://www.helldog-s.com (6 seconds),112.169.110.208,Korea Telecom,South Korea,Seoul,Gangnam-gu,6333,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
91,Sep 2 2020 09:59:54 PM,X0@XSYYVML4VR8yjYeOH8wAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/dog,41,1,,https://www.helldog-s.com/dog (41 seconds),223.62.188.49,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 156.0.0.26.109 (iPhone11,2; iOS 13_4_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 240132115)"
90,Sep 2 2020 09:21:42 PM,X0@OVe08ZayzqcTVqaQccwAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/dog,67,2,,https://www.helldog-s.com/dog (26 seconds) > https://www.helldog-s.com/grapher (42 seconds),223.38.27.90,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,6; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
89,Sep 2 2020 09:02:59 PM,X0@J8jAVZdeta2Q5EY8cAgAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,21,2,,https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/body (13 seconds),2001:e60:3034:83ab:c000:44c1:ea28:e460,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 154.0.0.25.120 (iPhone12,3; iOS 13_1_3; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 237443006)"
88,Sep 2 2020 08:29:51 PM,X0@CLyoo8PyYMXvZdIEjdQAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,9,1,,https://www.helldog-s.com/model-and-actor (9 seconds),1.244.232.5,SK Broadband,South Korea,Gangwon-do,Wonju,26417,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
